ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X021577,Salary account,20942,Female,21,Married,Vocational degree,Services,no,no,0
X021578,Current account,150617,Female,27,Married,Primary school,Administration,yes,no,0
X021579,Current account,69807,Female,27,Married,Middle school,Administration,yes,no,0
X021580,Salary account,59748,Female,31,Single,High school,Services,no,no,1
X021581,Salary account,29162,Female,22,Married,Secondary school,Retired,no,no,0
X021582,Current account,330762,Female,29,Married,Primary school,Administration,yes,no,0
X021583,Savings account,19991,Female,22,Divorced,Primary school,Administration,yes,no,0
X021584,Salary account,180818,Female,36,Married,Vocational degree,Student,yes,no,0
X021585,Current account,19178,Female,21,Single,Middle school,Administration,yes,no,0
X021586,Current account,130898,Female,23,Married,Secondary school,Administration,no,no,0
X021587,Salary account,30958,Female,26,Married,College degree,Technician,yes,yes,1
X021588,Current account,29644,Female,20,Married,Secondary school,Part-time,yes,no,0
X021589,Salary account,499934,Female,36,Single,unknown,Technician,no,yes,0
X021590,Current account,450259,Female,37,Married,Secondary school,Part-time,no,no,0
X021591,Current account,50600,Female,23,Married,Middle school,Administration,yes,no,0
X021592,Current account,60324,Female,26,Married,Primary school,Administration,yes,no,0
X021593,Salary account,130918,Female,23,Married,Vocational degree,Technician,yes,no,0
X021594,Salary account,280664,Female,27,Married,unknown,unemployed,yes,yes,0
X021595,Current account,100366,Female,28,Single,High school,Part-time,no,no,0
X021596,Salary account,59546,Female,25,Married,Vocational degree,Student,yes,no,0
X021597,Salary account,80880,Female,23,Married,Vocational degree,Services,no,no,0
X021598,Current account,129215,Female,26,Married,High school,Part-time,yes,no,0
X021599,Current account,29271,Female,23,Married,Secondary school,Administration,no,no,0
X021600,Salary account,50625,Female,22,Married,unknown,Technician,yes,yes,0
X021601,Current account,49032,Female,21,Married,Secondary school,Business owner,yes,no,0
X021602,Current account,50590,Female,21,Married,Secondary school,House help,yes,no,0
X021603,Salary account,89988,Female,23,Married,Secondary school,Retired,no,no,0
X021604,Current account,70933,Female,22,Married,Middle school,Administration,yes,no,0
X021605,Current account,109257,Female,27,Married,High school,Part-time,yes,no,0
X021606,Current account,80379,Female,25,Married,Secondary school,Administration,yes,no,0
X021607,Current account,49741,Female,25,Single,High school,Business owner,yes,no,0
X021608,Current account,130613,Female,21,Married,High school,Business owner,no,no,0
X021609,Salary account,129924,Female,23,Divorced,Vocational degree,Services,no,no,0
X021610,Current account,60449,Female,24,Married,Secondary school,House help,yes,no,1
X021611,Current account,140340,Female,22,Married,College degree,Management,yes,no,0
X021612,Salary account,110022,Female,24,Married,Vocational degree,Services,yes,no,0
X021613,Salary account,99787,Female,23,Married,High school,Student,no,yes,1
X021614,Current account,20189,Female,25,Married,Secondary school,Administration,no,no,0
X021615,Salary account,90772,Female,22,Married,Vocational degree,Technician,no,yes,0
X021616,Savings account,50875,Female,24,Married,College degree,Management,yes,no,0
X021617,Current account,30390,Female,26,Married,College degree,Management,no,no,0
X021618,Salary account,129262,Female,24,Married,unknown,Unemployed,yes,yes,1
X021619,Savings account,50019,Female,28,Married,College degree,Retired,no,no,0
X021620,Current account,79068,Female,21,Married,Middle school,Administration,yes,no,0
X021621,Current account,49031,Female,25,Married,High school,House help,no,no,0
X021622,Current account,130282,Female,22,Married,Primary school,Administration,no,no,0
X021623,Salary account,20238,Female,25,Married,unknown,unknown,no,yes,0
X021624,Current account,120666,Female,25,Single,High school,Part-time,no,no,0
X021625,Current account,20546,Female,25,Married,Secondary school,Part-time,yes,no,0
X021626,Salary account,79498,Female,23,Married,Vocational degree,Technician,yes,no,0
X021627,Salary account,49485,Female,25,Married,College degree,Entreprenuer,yes,no,0
X021628,Salary account,100280,Female,26,Single,Vocational degree,Services,yes,no,0
X021629,Current account,70563,Female,22,Single,Secondary school,Administration,yes,no,0
X021630,Current account,90568,Female,25,Married,Secondary school,Part-time,no,no,0
X021631,Current account,280677,Female,25,Single,High school,Business owner,no,no,0
X021632,Current account,401000,Female,26,Single,High school,Part-time,yes,no,0
X021633,Current account,129226,Female,26,Married,Middle school,Administration,no,no,0
X021634,Salary account,30382,Female,20,Single,unknown,Unemployed,no,yes,1
X021635,Salary account,50509,Female,24,Married,Vocational degree,Technician,no,yes,0
X021636,Salary account,80930,Female,22,Married,High school,Entreprenuer,no,no,0
X021637,Salary account,50275,Female,22,Married,Vocational degree,Technician,no,no,0
X021638,Current account,9435,Female,22,Single,High school,Part-time,yes,no,0
X021639,Current account,90406,Female,23,Married,High school,House help,no,no,0
X021640,Salary account,50549,Female,24,Married,Vocational degree,Technician,yes,yes,0
X021641,Current account,99451,Female,25,Married,High school,Part-time,no,no,0
X021642,Salary account,89949,Female,26,Married,Vocational degree,Technician,no,yes,0
X021643,Current account,100602,Female,25,Single,High school,Part-time,yes,no,0
X021644,Salary account,310675,Female,27,Divorced,Vocational degree,Technician,yes,no,0
X021645,Salary account,209982,Female,24,Married,College degree,Entreprenuer,yes,no,0
X021646,Salary account,339344,Female,27,Married,Vocational degree,Technician,no,no,0
X021647,Salary account,30296,Female,25,Single,unknown,Unemployed,yes,yes,0
X021648,Savings account,69859,Female,27,Single,Primary school,Administration,unknown,no,1
X021649,Current account,450766,Female,25,Married,Middle school,Administration,yes,no,0
X021650,Current account,110754,Female,24,Married,Secondary school,Administration,yes,no,0
X021651,Current account,29458,Female,26,Single,High school,Part-time,yes,no,0
X021652,Savings account,9180,Female,24,Married,Primary school,Administration,yes,no,1
X021653,Current account,50106,Female,27,Married,High school,Part-time,yes,no,0
X021654,Current account,119200,Female,28,Divorced,High school,Part-time,no,no,0
X021655,Current account,210178,Female,29,Single,Secondary school,Administration,yes,no,0
X021656,Salary account,260062,Female,27,Single,Vocational degree,Services,yes,no,0
X021657,Current account,300856,Female,25,Single,High school,Part-time,yes,no,0
X021658,Current account,160060,Female,28,Single,High school,Part-time,yes,no,0
X021659,Savings account,29165,Female,29,Married,College degree,Management,yes,no,0
X021660,Salary account,119309,Female,22,Married,Vocational degree,Services,yes,no,0
X021661,Current account,70506,Female,24,Single,Primary school,Administration,yes,no,0
X021662,Salary account,90516,Female,25,Married,Vocational degree,Technician,no,yes,0
X021663,Current account,60891,Female,24,Single,Secondary school,Administration,no,no,0
X021664,Current account,59603,Female,23,Married,High school,Business owner,yes,no,0
X021665,Salary account,49553,Female,23,Married,unknown,unemployed,yes,yes,0
X021666,Current account,99628,Female,21,Married,High school,Part-time,no,no,0
X021667,Current account,49229,Female,22,Married,College degree,Management,no,no,0
X021668,Savings account,19705,Female,25,Married,Primary school,Part-time,yes,no,0
X021669,Current account,79376,Female,22,Single,Primary school,Administration,no,no,0
X021670,Current account,299846,Female,25,Married,Primary school,Administration,no,no,0
X021671,Current account,100783,Female,21,Single,High school,Part-time,yes,no,0
X021672,Salary account,139066,Female,23,Single,Secondary school,Management,yes,no,1
X021673,Salary account,79795,Female,21,Married,High school,Entreprenuer,yes,no,1
X021674,Salary account,60072,Female,22,Married,Vocational degree,Technician,no,yes,0
X021675,Salary account,229464,Female,23,Married,College degree,Entreprenuer,yes,no,0
X021676,Salary account,120063,Female,25,Single,Vocational degree,Technician,yes,yes,0
X021677,Salary account,50139,Female,24,Married,Vocational degree,Services,yes,no,0
X021678,Current account,59694,Female,25,Married,High school,House help,yes,no,0
X021679,Current account,50943,Female,24,Married,High school,Part-time,yes,no,0
X021680,Current account,210534,Female,25,Single,Secondary school,Administration,yes,no,0
X021681,Current account,90741,Female,21,Single,High school,Part-time,yes,no,0
X021682,Current account,20482,Female,26,Married,Primary school,Administration,yes,no,0
X021683,Current account,129788,Female,24,Married,High school,Part-time,no,no,0
X021684,Current account,20240,Female,21,Married,High school,Part-time,yes,no,0
X021685,Current account,89271,Female,26,Married,Middle school,Administration,yes,no,0
X021686,Current account,30650,Female,24,Married,High school,Part-time,no,no,0
X021687,Savings account,29551,Female,22,Single,College degree,Entreprenuer,no,no,0
X021688,Current account,149367,Female,22,Single,College degree,Management,no,no,0
X021689,Savings account,20410,Female,23,Single,Primary school,Part-time,yes,no,0
X021690,Salary account,79209,Female,23,Single,Vocational degree,Technician,yes,unknown,0
X021691,Salary account,39033,Female,25,Divorced,Vocational degree,Technician,no,no,0
X021692,Salary account,239890,Female,26,Single,Vocational degree,Services,no,no,0
X021693,Current account,99447,Female,28,Single,High school,Business owner,no,no,0
X021694,Salary account,100726,Female,29,Married,unknown,Technician,yes,yes,0
X021695,Current account,150755,Female,26,Married,Secondary school,Administration,yes,no,0
X021696,Salary account,269576,Female,24,Married,Vocational degree,Services,yes,no,0
X021697,Salary account,399892,Female,22,Married,College degree,Entreprenuer,yes,no,0
X021698,Current account,50562,Female,26,Single,Primary school,Administration,unknown,no,0
X021699,Salary account,80882,Female,24,Single,Vocational degree,Technician,yes,yes,0
X021700,Salary account,20251,Female,25,Married,Vocational degree,Technician,no,yes,0
X021701,Savings account,239502,Female,26,Single,College degree,Management,yes,no,0
X021702,Savings account,70652,Female,24,Married,Primary school,Administration,no,no,1
X021703,Current account,50700,Female,26,Single,Primary school,Administration,no,no,0
X021704,Salary account,70105,Female,22,Married,Vocational degree,Services,yes,no,0
X021705,Current account,169761,Female,23,Single,High school,Part-time,yes,no,0
X021706,Current account,109113,Female,27,Divorced,College degree,Management,no,no,0
X021707,Salary account,100981,Female,26,Married,Vocational degree,Technician,no,yes,0
X021708,Salary account,10011,Female,23,Married,High school,Services,no,no,0
X021709,Salary account,229950,Female,22,Married,Vocational degree,Technician,yes,unknown,0
X021710,Current account,230078,Female,22,Married,High school,Business owner,no,no,0
X021711,Salary account,60577,Female,22,Married,Vocational degree,Technician,no,yes,0
X021712,Current account,49738,Female,22,Married,High school,Part-time,yes,no,0
X021713,Salary account,110080,Female,24,Married,Vocational degree,Services,yes,no,0
X021714,Salary account,179235,Female,41,Single,Vocational degree,Technician,no,yes,0
X021715,Current account,80137,Female,26,Single,Primary school,Administration,yes,no,0
X021716,Salary account,29409,Female,24,Single,Secondary school,Management,yes,no,0
X021717,Salary account,50625,Female,22,Married,Vocational degree,Technician,yes,no,0
X021718,Current account,190946,Female,25,Single,Secondary school,Part-time,yes,no,0
X021719,Salary account,119306,Female,25,Married,Vocational degree,Technician,no,no,0
X021720,Salary account,29118,Female,21,Single,Vocational degree,Technician,yes,unknown,0
X021721,Current account,20553,Female,19,Single,Secondary school,Administration,no,no,0
X021722,Salary account,59873,Female,20,Married,Vocational degree,Services,yes,no,0
X021723,Salary account,19659,Female,20,Single,Vocational degree,Entreprenuer,no,no,0
X021724,Current account,50140,Female,21,Married,Middle school,Part-time,yes,no,1
X021725,Current account,30644,Female,25,Married,Primary school,Administration,no,no,0
X021726,Salary account,150565,Female,28,Married,College degree,Entreprenuer,yes,no,0
X021727,Salary account,50875,Female,23,Married,High school,Entreprenuer,no,no,0
X021728,Current account,209404,Female,24,Single,High school,Part-time,yes,no,0
X021729,Current account,130959,Female,23,Divorced,Primary school,Administration,no,no,0
X021730,Current account,50752,Female,26,Married,High school,Part-time,no,no,0
X021731,Current account,199075,Female,28,Single,High school,House help,yes,no,0
X021732,Current account,180804,Female,24,Single,Primary school,Administration,yes,no,0
X021733,Savings account,189448,Female,28,Divorced,Primary school,Administration,no,no,0
X021734,Salary account,159995,Female,23,Single,Vocational degree,Technician,yes,yes,0
X021735,Current account,130799,Female,24,Divorced,High school,Business owner,no,no,0
X021736,Current account,50010,Female,22,Divorced,Primary school,Administration,no,no,0
X021737,Salary account,29071,Female,21,Married,Vocational degree,Services,unknown,no,0
X021738,Current account,19723,Female,25,Married,Primary school,Administration,no,no,0
X021739,Current account,109287,Female,25,Married,Primary school,Administration,yes,no,0
X021740,Current account,50191,Female,22,Married,Secondary school,House help,yes,no,0
X021741,Current account,49045,Female,22,Single,Primary school,Part-time,no,no,0
X021742,Salary account,79340,Female,23,Single,Vocational degree,Technician,yes,yes,0
X021743,Salary account,20394,Female,23,Married,High school,Student,no,yes,0
X021744,Current account,20493,Female,25,Married,College degree,Management,yes,no,0
X021745,Salary account,150807,Female,22,Divorced,Vocational degree,Services,yes,no,0
X021746,Current account,50652,Female,25,Single,High school,Part-time,no,no,0
X021747,Current account,20540,Female,23,Single,High school,Business owner,no,no,0
X021748,Salary account,130371,Female,21,Married,Vocational degree,Services,no,no,0
X021749,Current account,130593,Female,26,Divorced,College degree,Management,yes,no,0
X021750,Current account,59758,Female,24,Married,Primary school,Administration,yes,no,0
X021751,Current account,110833,Female,26,Married,High school,Part-time,yes,no,0
X021752,Current account,80853,Female,20,Married,Secondary school,Administration,yes,no,0
X021753,Current account,49490,Female,23,Married,High school,House help,yes,no,0
X021754,Salary account,80427,Female,24,Married,Vocational degree,Technician,yes,no,0
X021755,Salary account,149509,Female,23,Married,Vocational degree,Technician,yes,unknown,0
X021756,Salary account,49032,Female,26,Married,Vocational degree,Services,yes,no,0
X021757,Savings account,270446,Female,24,Married,College degree,Management,yes,no,0
X021758,Current account,180581,Female,21,Divorced,College degree,Management,yes,no,0
X021759,Salary account,79596,Female,23,Married,Vocational degree,Services,yes,no,0
X021760,Current account,49204,Female,24,Divorced,Primary school,Part-time,yes,no,1
X021761,Salary account,209206,Female,25,Married,Vocational degree,Technician,yes,yes,0
X021762,Salary account,89316,Female,26,Married,Vocational degree,Technician,unknown,no,0
X021763,Current account,130530,Female,23,Divorced,Primary school,Administration,yes,no,0
X021764,Salary account,60117,Female,25,Married,Vocational degree,Technician,yes,no,0
X021765,Salary account,320521,Female,22,Divorced,Vocational degree,Technician,yes,yes,0
X021766,Salary account,129769,Female,23,Single,Vocational degree,Services,yes,no,0
X021767,Current account,179871,Female,25,Single,High school,Part-time,yes,no,0
X021768,Savings account,99258,Female,27,Married,College degree,Entreprenuer,yes,no,0
X021769,Savings account,80071,Female,27,Divorced,College degree,Retired,no,no,0
X021770,Current account,90618,Female,27,Single,Middle school,Business owner,no,no,1
X021771,Current account,310895,Female,25,Married,Secondary school,Administration,yes,no,0
X021772,Savings account,360130,Female,23,Married,College degree,Management,no,no,0
X021773,Current account,179290,Female,25,Single,Primary school,Administration,no,no,0
X021774,Current account,40508,Female,25,Single,High school,House help,no,no,0
X021775,Current account,20492,Female,25,Divorced,Primary school,Part-time,no,no,0
X021776,Salary account,90753,Female,26,Married,Vocational degree,Technician,yes,no,0
X021777,Savings account,209382,Female,27,Single,College degree,Retired,yes,no,0
X021778,Current account,180247,Female,26,Single,Secondary school,Administration,yes,no,0
X021779,Salary account,220470,Female,23,Married,High school,Services,yes,no,1
X021780,Current account,149438,Female,25,Married,Secondary school,Administration,yes,no,0
X021781,Salary account,50202,Female,24,Married,Vocational degree,Technician,yes,no,0
X021782,Savings account,20736,Female,23,Single,Primary school,Administration,no,no,1
X021783,Salary account,129891,Female,25,Single,unknown,unemployed,no,yes,0
X021784,Salary account,200144,Female,23,Divorced,unknown,unemployed,no,yes,0
X021785,Current account,319213,Female,26,Single,Secondary school,Part-time,no,no,0
X021786,Salary account,89403,Female,27,Married,unknown,unemployed,yes,yes,0
X021787,Salary account,160374,Female,26,Single,unknown,Unemployed,no,yes,1
X021788,Salary account,210669,Female,25,Married,Vocational degree,Technician,yes,no,0
X021789,Current account,360702,Female,26,Married,Middle school,Administration,yes,no,0
X021790,Current account,219466,Female,25,Married,Middle school,Part-time,yes,no,0
X021791,Current account,200648,Female,27,Married,High school,Part-time,no,no,0
X021792,Current account,59134,Female,29,Single,College degree,Management,yes,no,0
X021793,Current account,30076,Female,26,Married,Secondary school,Administration,yes,no,0
X021794,Current account,50220,Female,23,Married,High school,Part-time,no,no,0
X021795,Current account,89475,Female,25,Married,Primary school,Administration,no,no,0
X021796,Savings account,110841,Female,25,Single,College degree,Retired,no,no,0
X021797,Current account,139685,Female,27,Married,College degree,Management,yes,no,0
X021798,Current account,199760,Female,27,Married,High school,Part-time,no,no,0
X021799,Current account,30695,Female,25,Divorced,Secondary school,Administration,yes,no,0
X021800,Salary account,50254,Female,24,Married,Vocational degree,Entreprenuer,yes,no,0
X021801,Savings account,50324,Female,26,Married,Primary school,Administration,no,no,0
X021802,Salary account,49887,Female,26,Single,College degree,Entreprenuer,no,no,0
X021803,Current account,80097,Female,25,Married,Primary school,Administration,no,no,0
X021804,Salary account,240882,Female,26,Married,Vocational degree,Services,no,no,0
X021805,Salary account,119926,Female,26,Married,High school,Entreprenuer,no,no,1
X021806,Savings account,200346,Female,28,Married,College degree,Management,yes,no,0
X021807,Current account,139605,Female,27,Single,Primary school,Administration,no,no,0
X021808,Current account,360941,Female,25,Single,Primary school,Administration,yes,no,0
X021809,Savings account,69202,Female,27,Single,College degree,Retired,no,no,0
X021810,Current account,169264,Female,28,Married,Secondary school,House help,no,no,1
X021811,Salary account,140707,Female,27,Single,High school,Entreprenuer,no,no,1
X021812,Salary account,20993,Female,26,Married,High school,Technician,no,yes,0
X021813,Current account,49081,Female,25,Married,College degree,Management,yes,no,0
X021814,Salary account,109326,Female,24,Single,unknown,Technician,no,yes,0
X021815,Current account,179858,Female,25,Married,Primary school,Administration,yes,no,0
X021816,Salary account,90947,Female,26,Single,Vocational degree,Technician,no,yes,1
X021817,Current account,119318,Female,27,Married,Secondary school,Administration,no,no,0
X021818,Current account,139882,Female,27,Married,High school,Part-time,yes,no,0
X021819,Salary account,289461,Female,27,Married,Secondary school,Management,no,no,0
X021820,Current account,309353,Female,24,Married,High school,Part-time,yes,no,0
X021821,Salary account,29420,Female,27,Divorced,Vocational degree,Technician,no,no,0
X021822,Salary account,200792,Female,25,Single,Vocational degree,Technician,no,unknown,0
X021823,Current account,180740,Female,27,Single,Middle school,Administration,yes,no,0
X021824,Salary account,119541,Female,25,Single,Vocational degree,Entreprenuer,yes,no,0
X021825,Salary account,289287,Female,25,Single,Vocational degree,Services,yes,no,0
X021826,Current account,89938,Female,24,Single,Secondary school,Part-time,no,no,0
X021827,Current account,259506,Female,25,Single,Middle school,Administration,yes,no,0
X021828,Current account,229586,Female,26,Single,High school,House help,no,no,0
X021829,Current account,270646,Female,27,Married,Secondary school,Part-time,yes,no,0
X021830,Current account,279467,Female,30,Married,Secondary school,Part-time,yes,no,0
X021831,Current account,109062,Female,29,Married,Secondary school,House help,no,no,1
X021832,Salary account,60488,Female,26,Married,unknown,unemployed,no,yes,0
X021833,Current account,70407,Female,27,Single,Secondary school,Part-time,yes,no,0
X021834,Savings account,100316,Female,25,Single,Primary school,Administration,no,no,1
X021835,Salary account,140799,Female,26,Married,unknown,Technician,yes,yes,0
X021836,Savings account,50696,Female,20,Single,Primary school,Administration,no,no,0
X021837,Current account,80217,Female,24,Married,Secondary school,Part-time,no,no,0
X021838,Current account,39300,Female,26,Divorced,Middle school,Administration,yes,no,0
X021839,Salary account,140686,Female,26,Single,Secondary school,House help,yes,no,0
X021840,Salary account,199538,Female,23,Single,unknown,unknown,yes,yes,0
X021841,Salary account,49799,Female,26,Single,Vocational degree,Technician,no,yes,0
X021842,Salary account,80763,Female,23,Married,unknown,Technician,no,yes,0
X021843,Current account,270788,Female,28,Single,High school,House help,yes,no,0
X021844,Savings account,70227,Female,26,Single,Primary school,Administration,no,no,1
X021845,Salary account,200695,Female,27,Single,Vocational degree,Entreprenuer,yes,no,0
X021846,Savings account,170146,Female,24,Married,Primary school,Administration,no,no,0
X021847,Current account,420565,Female,24,Married,College degree,Management,yes,no,0
X021848,Current account,49065,Female,25,Single,Primary school,Part-time,yes,no,1
X021849,Current account,140800,Female,28,Married,Middle school,Administration,yes,no,0
X021850,Current account,130234,Female,28,Married,High school,Part-time,yes,no,0
X021851,Savings account,269495,Female,29,Married,College degree,Retired,no,no,0
X021852,Current account,80087,Female,27,Married,College degree,Management,yes,no,0
X021853,Savings account,160988,Female,25,Married,College degree,Entreprenuer,yes,no,0
X021854,Salary account,130333,Female,26,Married,Vocational degree,Technician,yes,yes,1
X021855,Current account,160673,Female,28,Married,High school,Business owner,yes,no,0
X021856,Salary account,180030,Female,26,Single,Vocational degree,Services,yes,no,0
X021857,Current account,179884,Female,28,Married,High school,Part-time,yes,no,0
X021858,Salary account,210631,Female,27,Married,Vocational degree,Services,yes,no,0
X021859,Current account,150993,Female,26,Married,High school,Part-time,no,no,0
X021860,Salary account,359899,Female,27,Single,Vocational degree,Services,yes,no,0
X021861,Current account,469745,Female,24,Married,College degree,Management,yes,no,0
X021862,Current account,40440,Female,27,Married,High school,Business owner,yes,no,0
X021863,Current account,199126,Female,29,Married,Primary school,Administration,yes,no,0
X021864,Current account,149434,Female,26,Married,College degree,Management,no,no,0
X021865,Current account,90748,Female,24,Single,Middle school,Part-time,yes,no,0
X021866,Current account,59957,Female,26,Single,High school,Part-time,no,no,0
X021867,Current account,80416,Female,27,Married,Primary school,Administration,yes,no,0
X021868,Current account,160557,Female,27,Married,High school,Part-time,no,no,0
X021869,Salary account,130724,Female,28,Single,Vocational degree,Services,yes,no,0
X021870,Current account,70134,Female,28,Married,Primary school,Administration,yes,no,0
X021871,Current account,170964,Female,22,Married,Middle school,Administration,no,no,0
X021872,Current account,49908,Female,25,Married,Primary school,Administration,no,no,0
X021873,Salary account,99273,Female,27,Married,unknown,unknown,no,yes,0
X021874,Salary account,130359,Female,28,Divorced,Vocational degree,Technician,yes,yes,0
X021875,Current account,59570,Female,24,Married,Secondary school,Administration,yes,no,0
X021876,Salary account,290953,Female,25,Married,Vocational degree,Services,yes,no,0
X021877,Current account,49029,Female,26,Married,Middle school,Administration,yes,no,0
X021878,Current account,140037,Female,24,Married,High school,House help,no,no,0
X021879,Current account,119223,Female,26,Married,Primary school,Administration,no,no,0
X021880,Current account,190457,Female,27,Married,Secondary school,Administration,no,no,0
X021881,Current account,29864,Female,23,Single,High school,Part-time,no,no,0
X021882,Salary account,160604,Female,25,Single,College degree,Entreprenuer,no,no,0
X021883,Salary account,229089,Female,24,Single,Vocational degree,Technician,yes,unknown,0
X021884,Current account,130176,Female,26,Married,Secondary school,Administration,yes,no,0
X021885,Current account,339443,Female,25,Married,High school,Part-time,no,no,0
X021886,Current account,230552,Female,28,Married,Middle school,Part-time,yes,no,0
X021887,Savings account,89008,Female,23,Married,College degree,Retired,no,no,0
X021888,Current account,299144,Female,25,Single,Primary school,Administration,no,no,0
X021889,Current account,109543,Female,25,Married,Secondary school,House help,yes,no,1
X021890,Current account,140017,Female,25,Married,High school,House help,no,no,0
X021891,Salary account,179334,Female,28,Single,unknown,Technician,yes,yes,1
X021892,Savings account,69073,Female,27,Single,Primary school,Administration,yes,no,1
X021893,Current account,179847,Female,27,Married,High school,House help,yes,no,0
X021894,Current account,150596,Female,29,Single,Secondary school,Part-time,no,no,0
X021895,Current account,29528,Female,25,Married,Secondary school,Part-time,no,no,0
X021896,Current account,229250,Female,24,Divorced,High school,Part-time,no,no,0
X021897,Current account,180262,Female,25,Single,High school,Part-time,no,no,0
X021898,Savings account,149393,Female,28,Married,College degree,Entreprenuer,no,no,0
X021899,Salary account,39722,Female,25,Married,Vocational degree,Student,yes,no,0
X021900,Savings account,39387,Female,25,Married,Primary school,Part-time,no,no,0
X021901,Salary account,120476,Female,26,Single,Vocational degree,Technician,yes,yes,0
X021902,Current account,140128,Female,27,Married,High school,Business owner,no,no,0
X021903,Current account,80664,Female,26,Married,Middle school,Administration,yes,no,0
X021904,Current account,419337,Female,26,Single,College degree,Management,yes,no,0
X021905,Current account,180443,Female,27,Single,High school,Business owner,yes,no,0
X021906,Savings account,90159,Female,28,Married,College degree,Retired,no,no,0
X021907,Current account,330844,Female,29,Married,High school,House help,yes,no,0
X021908,Current account,260249,Female,29,Married,High school,Part-time,no,no,0
X021909,Current account,199233,Female,28,Married,Secondary school,Administration,yes,no,0
X021910,Current account,29534,Female,25,Single,High school,Part-time,yes,no,0
X021911,Current account,300866,Female,26,Married,High school,House help,yes,no,0
X021912,Salary account,129044,Female,23,Married,Vocational degree,Technician,yes,no,0
X021913,Current account,30312,Female,21,Married,Secondary school,Part-time,no,no,0
X021914,Salary account,30746,Female,24,Married,High school,Services,no,unknown,1
X021915,Salary account,130132,Female,25,Married,Vocational degree,Entreprenuer,no,no,0
X021916,Salary account,190597,Female,28,Single,Vocational degree,Services,yes,no,0
X021917,Salary account,230460,Female,25,Married,Secondary school,Entreprenuer,yes,no,0
X021918,Salary account,49453,Female,24,Married,Vocational degree,Technician,yes,yes,0
X021919,Current account,70985,Female,25,Single,High school,Business owner,yes,no,0
X021920,Salary account,49738,Female,26,Single,High school,Services,yes,no,1
X021921,Savings account,59779,Female,22,Single,Primary school,Part-time,no,no,1
X021922,Current account,150503,Female,27,Married,Primary school,Administration,unknown,no,0
X021923,Salary account,240398,Female,27,Divorced,Vocational degree,Technician,no,no,0
X021924,Salary account,110243,Female,25,Single,Vocational degree,Technician,no,no,0
X021925,Current account,110923,Female,25,Married,High school,Part-time,yes,no,0
X021926,Current account,49554,Female,26,Married,Middle school,Administration,yes,no,0
X021927,Salary account,209455,Female,29,Divorced,Vocational degree,Services,no,no,0
X021928,Salary account,159723,Female,29,Single,Vocational degree,Technician,yes,no,0
X021929,Salary account,119845,Female,31,Single,Vocational degree,Services,no,no,0
X021930,Savings account,129750,Female,26,Divorced,College degree,Management,yes,no,0
X021931,Salary account,169659,Female,26,Single,Vocational degree,Technician,yes,no,0
X021932,Salary account,120664,Female,29,Married,Vocational degree,Services,yes,no,0
X021933,Current account,169528,Female,27,Single,Primary school,Administration,unknown,no,0
X021934,Current account,290288,Female,29,Single,High school,Business owner,no,no,0
X021935,Current account,69473,Female,28,Married,Secondary school,Administration,no,no,0
X021936,Salary account,139985,Female,25,Single,Vocational degree,Services,no,no,0
X021937,Savings account,179769,Female,26,Single,Primary school,Administration,yes,no,1
X021938,Salary account,199141,Female,26,Married,Vocational degree,Services,yes,no,0
X021939,Salary account,89579,Female,26,Single,College degree,Technician,yes,yes,0
X021940,Salary account,79194,Female,27,Married,Vocational degree,Services,no,no,0
X021941,Current account,130889,Female,28,Single,High school,Part-time,no,no,0
X021942,Current account,20781,Female,29,Married,High school,Part-time,no,no,0
X021943,Salary account,200520,Female,26,Married,Secondary school,Management,yes,no,1
X021944,Savings account,199725,Female,27,Married,College degree,Retired,no,no,0
X021945,Savings account,120973,Female,28,Single,Primary school,Administration,yes,no,1
X021946,Current account,59683,Female,26,Married,High school,Part-time,no,no,0
X021947,Salary account,339324,Female,26,Married,Vocational degree,Technician,yes,no,0
X021948,Current account,150708,Female,26,Married,Middle school,Part-time,yes,no,0
X021949,Salary account,159643,Female,26,Married,Vocational degree,Services,yes,no,0
X021950,Current account,200777,Female,28,Married,High school,House help,yes,no,0
X021951,Salary account,49774,Female,28,Divorced,unknown,Unemployed,yes,yes,0
X021952,Salary account,169848,Female,27,Single,High school,Entreprenuer,yes,no,0
X021953,Current account,279476,Female,29,Single,High school,Part-time,no,no,0
X021954,Current account,269437,Female,24,Married,Middle school,Administration,no,no,0
X021955,Current account,119979,Female,28,Married,Secondary school,Administration,yes,no,0
X021956,Salary account,280256,Female,29,Married,Vocational degree,Technician,yes,no,0
X021957,Current account,50951,Female,27,Married,Secondary school,Administration,no,no,0
X021958,Current account,200499,Female,26,Married,Secondary school,Part-time,no,no,0
X021959,Salary account,49695,Female,26,Married,High school,Entreprenuer,no,no,0
X021960,Current account,149454,Female,27,Single,Middle school,Administration,yes,no,0
X021961,Salary account,50776,Female,28,Married,unknown,Unemployed,yes,yes,0
X021962,Current account,150169,Female,29,Married,Secondary school,Part-time,unknown,no,0
X021963,Current account,149945,Female,25,Married,Secondary school,Administration,no,no,0
X021964,Salary account,89308,Female,26,Divorced,Vocational degree,Technician,no,no,0
X021965,Current account,500382,Female,30,Married,High school,House help,yes,no,0
X021966,Current account,299839,Female,30,Divorced,Primary school,Administration,no,no,0
