ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X021130,211842,208846,213572,216829,219318,223964,0
X021131,31379,32534,33538,34885,35703,36340,0
X021132,176554,180266,184275,178767,181265,30815.05,1
X021133,5933,11077,21254,5182,9500,14404,0
X021134,0,0,2096,4125,5726,1660.54,1
X021135,21200,4276,32192,62595,63266,53108,0
X021136,334581,328777,285330,248950,250983,255342,1
X021137,112871,115984,120685,122350,124204,113467,0
X021138,8855,3081,1921,15803,2644,6097,0
X021139,9690,10667,13759,14619,14972,15325,0
X021140,227,0,678,0,0,665,0
X021141,275671,265834,269048,272606,158979,88248,0
X021142,149859,152919,149851,144802,147754,150044,0
X021143,45009,45844,36202,29301,27069,27572,0
X021144,37150,37683,37819,38690,28727,28811,0
X021145,0,0,0,0,0,0,0
X021146,197592,200296,162434,154220,143887,147802,0
X021147,21688,22499,25093,23293,0,0,0
X021148,-94,-119,-122,-52,-33,-64,0
X021149,136032,139098,134633,135347,129193,132010,0
X021150,273651,279317,282894,251699,255722,261730,0
X021151,102291,103362,105320,83776,78987,74579,0
X021152,878,755,827,880,781,860,0
X021153,92810,91312,89765,136763,60185,48739,0
X021154,18883,21549,23999,31155,32292,35597,0
X021155,345094,354211,57485,59779,29432,30469,0
X021156,279,29551,9161,18954,-14,-136,0
X021157,1490,1505,1541,0,0,2941,0
X021158,170998,170691,170977,170860,170788,170976,0
X021159,119477,120448,124539,127124,129035,131633,0
X021160,32332,26204,17927,10850,5182,1941,0
X021161,11500,1033,1180,2263,0,0,0
X021162,74101,76841,78508,39167,40155,40836,0
X021163,16974,16974,15502,13964,11626,11403,0
X021164,4441,3035,3712,5299,2008,3336,0
X021165,177,1359,0,2538,2361,2434,0
X021166,2400,2454,0,0,0,0,1
X021167,125025,121606,67250,54121,9875,5036.25,1
X021168,732,71,302,2196,3005,0,0
X021169,113072,110977,111671,109549,50204,49285,1
X021170,20608,21707,24477,23863,24262,24724,0
X021171,166688,85546,88299,91691,97721,99895,0
X021172,49776,49674,28655,38207,27136,30009,0
X021173,178028,181639,186882,189017,183607,96458,0
X021174,5,6299,8754,9810,14154,9507,0
X021175,4853,-430,-276,-237,-403,-281,0
X021176,21149,23774,23228,24483,26688,26091,0
X021177,130971,119137,119208,121707,122237,119502,0
X021178,80828,82607,84404,86307,87250,89124,0
X021179,16326,17254,18469,18335,18529,19296,1
X021180,394,241,397,373,727,363,0
X021181,178581,130918,135492,107351,56365,57672,0
X021182,19685,20606,19938,22124,22451,6959.81,0
X021183,16833,9671,5169,5319,3261,5217,0
X021184,6793,13103,10442,16055,24973,27649,0
X021185,135302,134247,102036,101032,98887,96898,0
X021186,67753,67047,67261,61061,61187,55968,0
X021187,55688,56016,51393,48270,49571,51249,0
X021188,3964,14689,2523,10687,1641,34915,0
X021189,103561,105790,102790,104734,87585,92087,1
X021190,8840,1229,11943,4932,702,593,0
X021191,15158,23705,36618,40518,15129,20607,0
X021192,41240,47717,48620,79754,63754,44216,0
X021193,219,170,114,1658,1796,3952,0
X021194,317,3498,5624,3546,2873,452,0
X021195,193196,199917,205120,0,0,0,0
X021196,5676,6779,7835,8671,9457,9127,0
X021197,170403,166870,170305,172223,175619,179315,0
X021198,18744,19765,19853,20531,20050,19946,0
X021199,313,317,385,385,382,189,1
X021200,150122,125883,105172,51467,35270,29793,1
X021201,2850,375,2542,22289,26996,35330,0
X021202,15602,16977,18416,20775,20224,21246,0
X021203,102810,103993,102756,31308,30007,29182,0
X021204,3969,3053,0,0,2148,3122,0
X021205,2335,1277,8523,5689,3590,2883,0
X021206,172936,46413,42479,28175,25459,21596,0
X021207,14882,11089,12645,11525,8976,10010,0
X021208,10691,-367,56253,10926,7100,0,0
X021209,271197,15151,16168,21806,60734,18539,0
X021210,2309,29717,23913,8154,0,8468,0
X021211,46023,46184,17221,18216,18596,37456,0
X021212,142032,135328,138054,100488,40092,38684,0
X021213,15570,17034,16432,17450,19250,18709,0
X021214,0,0,0,0,0,0,0
X021215,80892,80905,73793,75872,44096,45344,0
X021216,72688,75098,76910,79454,79659,80950,0
X021217,123378,125577,120932,121063,107234,10723.4,0
X021218,72127,75785,75239,71689,71038,17759.5,0
X021219,144861,112465,115199,104367,61901,0,0
X021220,41581,28088,24666,26231,11547,13317,0
X021221,1005,11106,1482,993,1175,662,0
X021222,66984,68500,69202,70431,71754,70435,1
X021223,0,917,1473,0,3894,0,0
X021224,77907,50202,14036,12679,20202,73586,0
X021225,34676,37570,36630,40943,40064,39306,0
X021226,4532,5297,6038,8015,8828,9292,0
X021227,26572,16527,19095,13776,15904,134615,0
X021228,397070,409715,383190,396349,274254,321882,0
X021229,19044,18897,18646,19332,1547,0,0
X021230,0,0,180,4121,1418,1171,0
X021231,49589,48758,49476,49784,49022,48791,0
X021232,4784,3004,6161,3354,7201,4410,0
X021233,1016,1682,1343,-352,-360,-488,1
X021234,0,3536,488,0,0,0,0
X021235,50216,51396,54051,55025,56669,58195,0
X021236,167126,86255,-25520,-46548,-46694,-46669,1
X021237,0,0,0,0,0,0,0
X021238,91030,93417,95850,99433,101758,104913,0
X021239,148,4424,301,970,1759,0,0
X021240,452663,364506,318108,91949,90921,70033,1
X021241,235877,124927,116185,106944,97028,98411,0
X021242,8219,11055,10535,11547,12287,13193,0
X021243,0,0,0,0,0,0,0
X021244,6401,189123,189051,175834,157140,151663,0
X021245,3871,54639,8410,2775,6117,3622,0
X021246,22664,11331,12520,7962,13570,18045,0
X021247,24931,27601,26984,29565,29949,29904,0
X021248,15109,19807,5384,2961,2466,2272,0
X021249,24555,16060,147,3578,3584,3648,0
X021250,2912,0,846,7949,22608,2072,0
X021251,10003,43324,388139,358654,333774,302621,0
X021252,2773,1390,3791,0,0,0,0
X021253,40314,9809,9649,11703,4156,12368,0
X021254,162886,164728,132552,120206,117356,115681,0
X021255,95912,98322,100659,102423,80127,69490,0
X021256,24161,25383,26389,26998,28927,29476,0
X021257,41266,40899,17617,-2532,-6528,-7801,0
X021258,254882,258105,263402,268802,274403,290191,0
X021259,35102,17384,58330,54666,43522,26289,0
X021260,0,0,0,0,0,539,0
X021261,28604,28832,30090,29706,18533,12333,0
X021262,13357,13299,14509,15594,0,0,0
X021263,0,0,0,0,0,0,1
X021264,23478,22646,20179,19565,19580,17447,0
X021265,47046,11173,12140,13358,14134,14381,1
X021266,14068,16729,17514,16965,18041,17670,0
X021267,8143,10426,10084,0,0,0,0
X021268,98510,100512,102667,104674,106840,109055,0
X021269,56405,57083,58527,57798,57399,57098,0
X021270,86773,87282,87481,88969,88657,87490,0
X021271,82369,83976,84544,81154,43175,40857,0
X021272,350405,359320,366376,248370,253271,258773,0
X021273,18457,18939,17771,19327,18444,14443,0
X021274,41073,42036,43096,43905,44767,45571,0
X021275,0,0,0,0,0,0,1
X021276,88671,101435,104502,105223,106053,108335,1
X021277,46298,41215,25257,26005,26561,27063,0
X021278,5540,6694,7599,8616,9964,9757,0
X021279,29560,29313,28310,28311,30211,24625,0
X021280,281878,288407,296070,218309,200417,204710,0
X021281,81743,65562,73866,41102,29648,27590,1
X021282,110385,109493,109891,67262,49113,49678,0
X021283,141944,40920,42800,31999,36427,26967,0
X021284,56671,53579,53353,49290,29075,26721,0
X021285,38394,39276,40719,44295,43588,46781,0
X021286,16343,17271,19109,19884,19972,20047,0
X021287,325,376,402,312,301,295,0
X021288,83180,84076,86481,91893,189597,192541,0
X021289,57484,58795,60151,57351,27820,28482,1
X021290,7536,5029,5586,6204,7139,8115,0
X021291,4647,9766,13271,27502,17332,2894,0
X021292,0,0,0,0,0,0,0
X021293,31543,30664,31882,34407,33540,34546,0
X021294,1933,0,0,3070,0,0,0
X021295,5612,4606,4326,7737,3265,16512,0
X021296,3594,4619,6879,8838,5476,6119,0
X021297,95002,96840,98861,100993,102962,105027,0
X021298,274,486,285,245,351,239,0
X021299,37601,44945,46584,390,407,418,0
X021300,278028,42543,31897,21406,11426,1924,1
X021301,18911,36137,18838,15433,13183,7758,0
X021302,1039,784,291,908,683,-170,0
X021303,46180,47187,48606,42412,19831,19811,0
X021304,346311,353145,337504,341591,350989,355949,0
X021305,365,7529,560,1142,1840,0,0
X021306,17558,16920,18008,18287,18578,19277,0
X021307,45012,46028,46945,48174,49343,50598,0
X021308,19698,20031,19829,18961,19798,18958,0
X021309,69191,69976,18947,10493,11225,297,0
X021310,70027,70706,68876,70664,50677,47113,0
X021311,4069,2553,0,1958,2613,313.56,1
X021312,2579,0,0,0,0,0,0
X021313,855,-718,-627,-708,275,107.25,1
X021314,409,406,414,310,408,442,0
X021315,0,0,0,0,0,0,1
X021316,1843,-74,-132,-107,-70,-3,0
X021317,46421,47315,48599,49134,27621,27581,0
X021318,97682,99701,97315,98594,99665,101409,1
X021319,284410,288112,325822,342495,19975,20912,0
X021320,99865,97030,96963,96128,97385,95109,0
X021321,280793,273425,224225,174130,121722,124079,0
X021322,245139,250637,256171,260513,264178,269708,0
X021323,18908,1745,1361,2325,50697,51688,0
X021324,0,0,172,2243,0,985,0
X021325,826,18304,2975,2950,3436,2954,0
X021326,-6694,5865,2808,349,1186,2552,0
X021327,50639,36517,14833,0,0,0,1
X021328,293410,249206,232660,212273,204865,125885,0
X021329,15009,17560,19690,19376,21078,0,1
X021330,1853,1861,67,2717,1253,760,0
X021331,50784,78281,43717,85650,29850,30222,0
X021332,6856,4124,1061,360,449,327,0
X021333,5075,2521,3762,3370,8370,10938,0
X021334,13383,13280,15683,-15,27053,1444,0
X021335,1374,1719,6469,5186,976,886,0
X021336,70895,50851,51135,49093,19805,19856,0
X021337,144041,102177,54742,55912,56425,57304,0
X021338,208347,214411,214633,170151,176829,183735,0
X021339,19216,16753,14488,9205,10183,0,1
X021340,-50,23,-73,616,1057,1198,0
X021341,18999,20359,20164,19937,20249,20379,0
X021342,59906,61159,62335,63569,64768,66288,0
X021343,14564,15495,16223,15814,16551,17223,1
X021344,5400,6120,5875,13352,5476,0,0
X021345,33936,35436,36771,31275,32447,33906,0
X021346,262658,269722,263159,269789,271743,276143,0
X021347,427050,431498,413648,355362,361165,338661,0
X021348,258,78,0,0,0,244,0
X021349,344,476,-96,-1,-84,96,0
X021350,9234,8882,3212,9044,13613,14663,0
X021351,197852,201400,205856,211953,214376,218202,0
X021352,135871,136868,142635,149538,151029,142119,0
X021353,21368,25207,29201,32970,36574,40468,0
X021354,48004,35529,35178,32836,19663,20162,0
X021355,1396,218,-1075,-1371,-1871,773,1
X021356,49986,50814,52487,53696,7837,16475,0
X021357,31016,23932,24776,19690,21982,25034,0
X021358,48596,49512,50472,25466,9600,9532,0
X021359,155297,152234,154652,155009,78991,81074,0
X021360,69994,69345,70288,69954,68211,65984,0
X021361,0,0,0,0,1814,0,0
X021362,12140,13632,15463,16288,16956,17643,0
X021363,20019,19418,18307,17627,18016,18935,0
X021364,106747,100844,70271,64919,57485,45497,0
X021365,20717,21363,22390,23406,23862,24365,0
X021366,37721,12228,9010,8783,10222,11686,0
X021367,89640,90848,92774,94212,94954,95802,0
X021368,274148,262650,199846,187801,68971,62763,0
X021369,18006,18941,21944,21262,20186,19836,0
X021370,48950,49512,49195,48665,19956,17278,0
X021371,6947,481,10671,0,9487,2276.88,1
X021372,782,875,391,320,1011,556,0
X021373,194,-161,-682,19081,308,939,0
X021374,108095,106545,102288,90404,91925,81411,0
X021375,357,-308,921,1226,-489,-888,0
X021376,447670,455951,462559,469907,474347,480650,0
X021377,13228,12554,15123,14673,14927,14991,1
X021378,22380,889,1570,2217,0,51095,0
X021379,-3268,-3844,1430,610,1159,1422,0
X021380,1172,1168,448,709,313,0,0
X021381,48493,49197,48680,36473,32130,22866,0
X021382,568555,577648,576984,565644,524281,476932,0
X021383,4966,3764,3180,2273,1507,1887,0
X021384,17585,3891,3112,9049,1322,11895,0
X021385,8202,11111,15773,20589,25241,30110,0
X021386,9524,42938,42052,30601,32296,31792,0
X021387,87284,88912,92418,94068,101440,20553,0
X021388,60572,58853,58683,58920,56749,40680,0
X021389,13621,5865,-1822,-1845,1827,1822,0
X021390,3725,2049,6576,768,44218,32644,0
X021391,186737,191245,195670,190519,191400,187912,0
X021392,1261,3718,5766,2335,8050,3617,0
X021393,24045,23264,25307,26822,27198,27471,0
X021394,0,0,0,0,0,0,1
X021395,55187,53115,50415,34585,22734,18502,0
X021396,14166,0,0,12009,17709,2328,0
X021397,79,11270,13514,9275,1356,1498,0
X021398,271478,261776,267699,273180,277260,283985,0
X021399,-302,2420,7497,451,2190,981,0
X021400,94041,88799,82502,54441,46009,44699,0
X021401,363,846,445,453,688,324,0
X021402,82087,80321,86010,86951,87930,39568.5,0
X021403,6358,10772,0,0,0,148,0
X021404,67298,70805,66688,67204,66339,67015,0
X021405,29811,30451,13083,0,0,0,0
X021406,13059,14567,16026,16690,17244,17371,0
X021407,35286,36634,37930,40379,41775,43129,0
X021408,1512,1461,2412,3052,1754,741,0
X021409,53693,41710,29386,27792,27564,29587,0
X021410,886,0,901,1165,237,517,0
X021411,16750,18056,19010,19425,18790,23253,0
X021412,60331,52227,48367,49284,50313,51392,0
X021413,42173,96994,133683,135807,159677,160861,0
X021414,65957,66346,67516,68486,69494,70773,0
X021415,9010,231,532,4283,3472,7744,0
X021416,420,314,0,865,0,0,0
X021417,4772,5728,6926,9294,8661,8875,0
X021418,128620,129964,131954,127343,48726,48903,0
X021419,25560,24748,27758,26968,28850,29510,1
X021420,59450,57821,57827,55524,48335,47915,0
X021421,16462,17983,20438,22790,23512,23112,1
X021422,125655,113403,116519,103460,64540,63974,0
X021423,6600,8219,11782,10538,15219,11365,0
X021424,42128,40567,20509,22115,17020,18593,0
X021425,10498,3341,11796,10867,21490,20912,0
X021426,0,0,4753,0,145,53.65,0
X021427,128427,131295,123490,122813,125387,127933,0
X021428,85159,40913,35364,39666,44031,42451,0
X021429,24289,25642,29204,28485,28782,30188,0
X021430,6,9341,1185,0,1174,6571,0
X021431,5245,1664,2095,2503,0,398,0
X021432,0,509,779,29010,768,0,0
X021433,12009,39365,671,2306,1388,1931,0
X021434,106758,107618,109827,112725,114390,117485,0
X021435,5436,7370,8409,11247,10340,3719,0
X021436,94673,92372,90756,39894,39169,16450.98,1
X021437,4914,6473,6387,4533,4442,1387,0
X021438,354720,356014,351335,335302,332850,333480,0
X021439,106962,105838,96643,86993,52356,51312,0
X021440,358929,357162,362856,293504,249292,228462,0
X021441,3409,4719,12672,10084,11005,8887,0
X021442,26491,28553,33912,34182,34778,35321,0
X021443,83095,83951,81791,84332,84536,81209,0
X021444,14646,15119,17658,18940,20448,42870,0
X021445,64996,61757,57945,53851,35113,31960,0
X021446,291928,254713,226675,155553,125897,107819,0
X021447,0,1430,539,0,0,1452,0
X021448,0,315,272,314,0,0,0
X021449,817,633,87424,171215,150927,117970,0
X021450,43661,44608,45725,46560,47358,6630.12,1
X021451,39610,24056,21281,19017,12732,0,0
X021452,180,3181,3040,1993,1789,1472,0
X021453,16442,16982,18429,18939,16473,16975,0
X021454,919,363,1948,2544,8350,14734,0
X021455,15044,17373,19131,21885,24435,27064,0
X021456,77524,75624,76854,80424,90642,37360,0
X021457,176932,178990,186132,189748,195198,198083,1
X021458,8062,9351,9075,11274,23225,6692,1
X021459,120928,123322,126385,129272,132128,129184,1
X021460,7028,4822,903,46396,2273,30814,0
X021461,135257,78824,44219,44718,2102,1909,0
X021462,28073,24553,25588,26014,14939,14869,0
X021463,18874,21781,21150,22971,22215,2887.95,0
X021464,112596,113853,116738,119818,122197,59876.53,1
X021465,18964,19187,16460,2686,435,438,0
X021466,187435,184577,188556,188658,205214,208812,0
X021467,0,0,0,0,0,0,1
X021468,166573,159820,142408,136521,122521,110923,0
X021469,374949,376831,359346,348538,272001,224994,0
X021470,483,0,0,319,-98,30,0
X021471,49128,44455,42600,38520,19187,19680,1
X021472,49517,42980,50291,49543,43824,32427,0
X021473,367409,287102,262244,90427,9590,-39060,0
X021474,2367,0,0,528,367,593,0
X021475,8462,992,3555,5419,10078,5655,0
X021476,25498,23249,16057,3298,3278,3287,0
X021477,3526,4749,3026,3232,0,0,0
X021478,48385,47198,37700,28488,29102,27588,0
X021479,5897,4080,6687,9347,4034,8529,0
X021480,14131,4359,8538,925,1385,2340,0
X021481,19986,19852,19338,20607,20131,19461,1
X021482,3781,3084,444,20015,831,31068,0
X021483,48059,45183,46798,41078,20216,6466,0
X021484,548,561,2582,341,1238,801,0
X021485,48524,48680,49099,48901,50233,62708,0
X021486,19803,15952,17183,18373,21408,18920,0
X021487,46551,49435,48459,50612,52752,55870,0
X021488,1710,596,3789,2367,5912,5423,0
X021489,37251,38430,39445,40874,41891,45086,0
X021490,1358,1118,650,630,445,654,0
X021491,3340,4754,7726,10608,7037,8686,0
X021492,182326,150282,88442,57966,47287,7102,0
X021493,1018,618,1921,341,3341,3099,0
X021494,440,0,49104,32707,32959,34094,1
X021495,57613,48853,44597,44011,42250,41851,1
X021496,3819,0,0,0,2395,4783,0
X021497,30344,32767,60895,75995,110349,108899,0
X021498,52207,51155,51276,49465,30017,29612,0
X021499,0,0,0,0,0,1181,0
X021500,21398,16615,12587,19446,9983,8544,0
X021501,30557,37166,36262,43540,43546,25256.68,1
X021502,0,0,0,0,0,433,0
X021503,103658,94730,94737,83793,73122,74392,0
X021504,65649,67010,68542,69769,71175,72718,0
X021505,19819,21235,22815,24073,29155,28610,0
X021506,2990,6656,1903,67160,5202,10394,0
X021507,8886,14832,16230,10557,6840,34491,0
X021508,22293,21820,21000,20279,19858,20017,1
X021509,30380,30209,30376,27686,22639,19199,0
X021510,40385,37975,36442,33921,31598,5687.64,0
X021511,10207,13736,-191,24108,25516,25165,0
X021512,811,453,874,674,823,235,1
X021513,90953,92377,92159,69999,28550,107382,0
X021514,28576,27693,28990,24896,14359,16199,0
X021515,215091,216114,217426,212994,182455,169308,0
X021516,0,0,1535,1414,997,0,0
X021517,55984,56750,55293,59104,60205,55354,0
X021518,1155,75,21886,319,666,231,0
X021519,92854,96496,97932,99570,88613,93448,0
X021520,52823,43890,33384,25023,10703,7427,0
X021521,40229,29209,24672,26654,22906,13639,0
X021522,51401,48227,43880,35282,24145,22919,0
X021523,4212,3947,7680,3460,1491,1481,0
X021524,17921,17378,17515,17945,18338,18890,1
X021525,1241,5644,15676,19813,11738,11802,0
X021526,0,0,0,0,0,0,0
X021527,134743,138374,141865,145179,148217,151534,0
X021528,23704,27204,30737,38692,39183,73008,0
X021529,6511,7637,4509,1588,466,751,0
X021530,77363,78280,72632,72550,57008,21906,0
X021531,61605,60025,59731,39656,30107,301.07,1
X021532,50566,48792,47749,37244,20571,19671,0
X021533,5706,7434,8071,7844,7684,7987,1
X021534,27687,30415,29151,26702,29338,14669,1
X021535,26086,16980,19290,18742,0,0,0
X021536,4537,0,0,0,0,0,0
X021537,11203,11759,13273,14306,14150,10799,1
X021538,12009,14514,16440,17892,10794,12087,0
X021539,68897,67770,68499,69321,29071,28054,0
X021540,12788,12375,15147,14741,14711,15063,0
X021541,19541,8913,11742,11885,16492,9174,0
X021542,24909,23621,20753,8204,0,0,0
X021543,17197,14791,12621,8869,8024,7853,0
X021544,3623,4473,6587,3253,0,18289,0
X021545,9502,1922,9399,8009,8971,-799,0
X021546,14884,8239,-2653,69724,30358,29591,0
X021547,19116,19727,18755,19786,20102,17739,0
X021548,0,6503,4913,818,484,0,0
X021549,24911,26075,26407,27956,27116,29139,0
X021550,2468,-52,1626,0,0,4920,0
X021551,496,1239,12010,11177,11256,18074,0
X021552,46497,34344,30837,27747,26243,26829,1
X021553,894,2849,4879,419,476,1668,0
X021554,19457,18851,16280,16508,10732,3252,0
X021555,19725,19981,22155,24608,26466,27450,0
X021556,15595,15118,15793,17027,18802,18335,0
X021557,3508,5274,6879,7871,8780,8440,0
X021558,50782,50640,50388,49439,20321,19401,0
X021559,64612,66608,67245,62096,29977,29407,0
X021560,14719,16510,17538,18236,18634,19068,0
X021561,14211,5800,6131,9998,1975,401,0
X021562,27944,26038,27297,27749,28428,25384,0
X021563,49523,50548,50785,48315,28684,29326,0
X021564,30146,29347,30501,29750,29800,30290,0
X021565,68551,66865,72279,70612,74076,75587,0
X021566,32715,34058,34973,34280,27918,28509,0
X021567,16518,17656,18735,19645,20149,19690,0
X021568,26319,27415,28304,16517,17016,17673,0
X021569,69642,68768,69687,57342,46984,41085,0
X021570,30014,2780,7640,10734,2276,5926,0
X021571,119173,60138,56057,39221,25300,18536,0
X021572,200880,146271,146697,145524,144213,145087,0
X021573,14616,14150,18620,17797,18026,17827,0
X021574,30579,28670,14242,14257,7084,7913,0
X021575,11233,10728,11888,6981,7173,5809,0
X021576,35092,35864,34706,32123,29032,28499,0
X021577,10077,11127,11919,4680,9170,18451,0
X021578,119877,112771,92502,80486,59960,49500,0
X021579,1262,0,1946,0,0,865,0
X021580,65364,64098,62659,59139,57675,53040,1
X021581,30477,25900,25964,27035,29119,29888,0
X021582,30507,33797,38263,39639,40605,41339,0
X021583,1561,1670,1580,1556,1584,1727,0
X021584,1259,5343,8329,8463,7651,3741,0
X021585,23847,24744,24198,24201,21888,20879,0
X021586,14466,14923,0,1262,0,0,0
X021587,28670,28699,29644,30219,27380,30202,1
X021588,27783,30478,27677,28232,29517,28889,0
X021589,233,2631,3838,867,0,4541,0
X021590,108396,96699,83942,72305,55702,37150,0
X021591,44645,33097,13584,0,28197,29608,0
X021592,58608,61225,54701,2288,8262,0,0
X021593,0,0,1549,309,0,0,0
X021594,139027,141242,129306,103416,101127,104250,0
X021595,7148,7584,8107,9299,3870,5575,0
X021596,57725,59015,60842,59270,59230,58152,0
X021597,157,1227,0,0,7160,0,0
X021598,0,1429,5246,222,4088,8820,0
X021599,9655,10327,5023,1937,1079,0,0
X021600,38729,36288,33603,28619,28426,28782,0
X021601,43684,0,0,0,0,0,0
X021602,7371,7065,7801,8827,9577,9366,0
X021603,90573,89674,75441,71702,49445,50368,0
X021604,-87,7,5076,6428,7155,8919,0
X021605,80343,81557,47289,43887,45631,40967,0
X021606,81443,80990,80478,81482,81152,81412,0
X021607,49966,51058,50549,37677,11407,9850,0
X021608,13487,3075,9825,5084,19014,2975,0
X021609,7370,3601,0,0,0,270,0
X021610,28285,27291,27345,23786,23176,22651,1
X021611,0,564,2222,348,3368,0,0
X021612,72231,69578,70138,48660,48627,43726,0
X021613,7056,6889,8022,9320,10150,609,1
X021614,17527,18866,19001,0,108,443,0
X021615,89658,87821,87292,74323,48476,48687,0
X021616,46383,40663,20309,21045,20040,19034,0
X021617,1535,27385,28592,29609,32721,34394,0
X021618,602,1101,0,482,0,150,1
X021619,487,1981,471,406,0,868,0
X021620,79969,59907,47157,32304,8637,3953,0
X021621,21612,33138,32941,27406,4803,804,0
X021622,78660,74504,81287,75521,77246,79427,0
X021623,398,314,478,1047,565,1144,0
X021624,0,0,0,0,1089,0,0
X021625,9705,12236,3069,2820,12353,13900,0
X021626,13087,11662,11985,3294,1588,2284,0
X021627,35916,36243,35814,32924,28952,28261,0
X021628,75983,68035,63481,64919,65731,67198,0
X021629,12995,14397,18091,20953,20288,22775,0
X021630,7853,13696,15438,43317,46723,14102,0
X021631,6715,4578,3938,297,418,470,0
X021632,2844,6236,6694,6588,7057,9104,0
X021633,113741,115396,120413,121213,4556,5430,0
X021634,24908,26336,26717,14550,0,0,1
X021635,25065,25180,27857,27059,27399,20966,0
X021636,21788,21109,23748,23110,24742,24175,0
X021637,24723,22773,18438,19327,19657,19798,0
X021638,8277,7807,6235,1604,0,0,0
X021639,83649,84870,85691,79922,70007,70770,0
X021640,8536,10232,10839,10393,11248,12118,0
X021641,3588,606,6076,2689,2916,3584,0
X021642,90356,87532,89025,85874,68282,69110,0
X021643,40158,44332,45132,25789,7231,9211,0
X021644,289,0,0,0,0,0,0
X021645,7217,4969,1848,3873,4723,5605,0
X021646,44,79,537,53,1372,538,0
X021647,27395,21269,18487,19648,13048,13887,0
X021648,67650,68964,70760,71672,67767,68539,1
X021649,0,0,0,0,0,0,0
X021650,111382,111068,87825,67194,50033,51133,0
X021651,3679,7138,2640,1771,0,11297,0
X021652,6233,5919,8108,7896,8322,6601,1
X021653,49406,50420,50254,49696,24579,22936,0
X021654,13123,22959,119581,93641,23865,0,0
X021655,21270,18418,76877,67502,66394,65030,0
X021656,950,0,0,0,0,0,0
X021657,183393,180185,168073,181344,175372,179587,0
X021658,96484,98298,99819,101869,103925,106095,0
X021659,8485,9638,10811,13312,12665,17433,0
X021660,121478,120168,122159,70806,40956,39652,0
X021661,68338,67374,66704,65459,47981,44265,0
X021662,2977,0,0,4209,1047,296,0
X021663,57691,59149,60826,60142,40549,39936,0
X021664,22581,23615,24914,21544,21214,21234,0
X021665,49849,50490,49487,49965,38390,29459,0
X021666,4376,1968,4211,3064,2009,1881,0
X021667,35001,34964,37288,30558,16104,0,0
X021668,266,302,340,223,350,417,0
X021669,34045,32972,32395,30242,33031,30880,0
X021670,293937,242637,76691,34043,11701,15396,0
X021671,984,2251,10885,11813,7277,10530,0
X021672,140295,143704,491,461,92615,94636,1
X021673,71977,64183,47716,33295,24502,1225.1,1
X021674,30707,30308,29781,30055,30462,28687,0
X021675,-4,6096,1402,784,2897,1869,0
X021676,47029,48672,49491,51011,53504,55097,0
X021677,48756,50062,50944,48134,47912,48166,0
X021678,59209,60027,59292,59957,60129,57383,0
X021679,50167,49829,0,24369,25259,25850,0
X021680,7857,8846,9852,10819,12743,13132,0
X021681,13119,13680,14795,13364,10492,9676,0
X021682,19360,18934,18910,19926,19372,19920,0
X021683,35062,14850,10256,9798,7260,9028,0
X021684,16625,18150,18364,19225,18052,18659,0
X021685,14370,14552,14754,4708,5068,4571,0
X021686,23137,29845,10083,9363,24268,16793,0
X021687,27158,27693,28659,28859,9860,12069,0
X021688,0,0,0,0,2045,1950,0
X021689,20942,22169,21957,21819,21250,21648,0
X021690,63281,61967,61433,56974,50634,48560,0
X021691,34087,35154,38033,36863,37262,37948,0
X021692,5793,5082,8835,1870,-9625,-15474,0
X021693,152378,66168,60697,48719,28689,30267,0
X021694,0,0,0,0,0,0,0
X021695,0,1190,2534,0,0,0,0
X021696,22588,23480,24644,25540,25341,25954,0
X021697,35732,37018,38226,38947,30006,27711,0
X021698,38125,34419,25859,26559,27163,28053,0
X021699,274,230,0,0,0,0,0
X021700,4066,5342,6406,7315,8284,11074,0
X021701,198686,2933,191147,98108,19455,100050,0
X021702,19113,20100,20813,22965,22259,23898,1
X021703,47444,32958,22316,22815,9259,9268,0
X021704,45700,40328,36659,32201,29621,23479,0
X021705,85648,-87,1756,98032,66352,12196,0
X021706,117267,116921,112697,108394,46797,48206,0
X021707,98492,95912,97335,93596,44021,45590,0
X021708,6999,8172,7730,8738,8994,9244,0
X021709,5318,5097,3499,30971,30256,38200,0
X021710,5030,1437,13933,986,12618,12199,0
X021711,43627,47658,51434,473,552,10344,0
X021712,17933,18235,16484,16892,18500,17290,0
X021713,50252,54458,58659,62094,65313,69150,0
X021714,102894,102644,82896,78037,73536,108099,0
X021715,469,2376,3334,12060,3431,3595,0
X021716,25250,24409,27500,27996,27161,28592,0
X021717,50072,48927,43573,43822,28313,27398,0
X021718,0,2308,5338,5050,1133,0,0
X021719,87055,88214,89739,41700,29010,28507,0
X021720,28315,29060,29883,30088,21793,18431,0
X021721,19444,20092,17893,13618,11751,10565,0
X021722,57551,59619,59739,55998,36393,18178,0
X021723,16969,18172,18087,18444,18114,17597,0
X021724,97323,50045,48532,46936,19729,18979,1
X021725,26429,25799,25046,25163,26117,27245,0
X021726,58728,60116,62075,57757,51207,52189,0
X021727,50387,49252,50084,37836,29336,27471,0
X021728,177507,179854,171172,166153,144157,132272,0
X021729,24824,26129,25504,22308,17936,1810,0
X021730,0,-69715,0,0,0,0,0
